0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
0   ,0   ,0   ,0   ,0   ,0   ,0   ,0   ,
-4  ,-1  ,41  ,1   ,-3  ,-1  ,1   ,-3  ,
0   ,0   ,-17 ,-2  ,-2  ,1   ,-1  ,-1  ,
-2  ,-2  ,-28 ,-11 ,-3  ,-2  ,-3  ,-4  ,
-3  ,-8  ,-49 ,-7  ,-2  ,-2  ,-1  ,-1  ,
-3  ,-8  ,-49 ,-7  ,-2  ,-2  ,-1  ,-1  ,
0   ,1   ,-5  ,3   ,-2  ,-3  ,2   ,-1  ,
0   ,-1  ,-2  ,3   ,-1  ,-2  ,-11 ,-3  ,
0   ,-1  ,-2  ,3   ,-1  ,-2  ,-11 ,-3  ,
-1  ,-1  ,1   ,-1  ,-3  ,-3  ,-1  ,-1  ,
-3  ,-2  ,-30 ,-11 ,-3  ,-2  ,-2  ,-1  ,
-3  ,-2  ,-30 ,-11 ,-3  ,-2  ,-2  ,-1  ,
-3  ,-2  ,-30 ,-11 ,-3  ,-2  ,-2  ,-1  ,
-3  ,-2  ,-30 ,-11 ,-3  ,-2  ,-2  ,-1  ,
-3  ,-5  ,-30 ,1   ,-2  ,-1  ,-1  ,-2  ,
3   ,8   ,32  ,8   ,3   ,2   ,2   ,-1  ,
-5  ,-13 ,-45 ,-13 ,-10 ,-7  ,-4  ,-2  ,
-5  ,-13 ,-45 ,-13 ,-10 ,-7  ,-4  ,-2  ,
0   ,6   ,69  ,11  ,0   ,-1  ,-2  ,-27 ,
-13 ,-21 ,-39 ,-10 ,-10 ,-7  ,-6  ,-6  ,
-13 ,-21 ,-39 ,-10 ,-10 ,-7  ,-6  ,-6  ,
-10 ,-1  ,91  ,-3  ,-7  ,-4  ,-2  ,16  ,
-5  ,-8  ,-30 ,2   ,-5  ,-4  ,-3  ,-8  ,
-5  ,-8  ,-30 ,2   ,-5  ,-4  ,-3  ,-8  ,
-1  ,-3  ,-46 ,-1  ,3   ,-3  ,-6  ,-43 ,
-5  ,-14 ,31  ,-4  ,-6  ,-8  ,-6  ,3   ,
-5  ,-14 ,31  ,-4  ,-6  ,-8  ,-6  ,3   ,
0   ,-1  ,-13 ,3   ,-2  ,-2  ,-1  ,-18 ,
-4  ,-3  ,-19 ,-5  ,-2  ,2   ,-1  ,22  ,
-4  ,-3  ,-19 ,-5  ,-2  ,2   ,-1  ,22  ,
-3  ,-4  ,25  ,-4  ,2   ,-4  ,-1  ,-5  ,
2   ,4   ,4   ,-8  ,1   ,0   ,-1  ,-8  ,
2   ,4   ,4   ,-8  ,1   ,0   ,-1  ,-8  ,
-3  ,-2  ,7   ,-4  ,0   ,2   ,-1  ,0   ,
0   ,1   ,21  ,8   ,1   ,-2  ,1   ,11  ,
0   ,1   ,21  ,8   ,1   ,-2  ,1   ,11  ,
1   ,-7  ,-25 ,3   ,4   ,7   ,5   ,2   ,
1   ,-7  ,-25 ,3   ,4   ,7   ,5   ,2   ,
-9  ,-21 ,17  ,3   ,-11 ,-10 ,-6  ,-10 ,
-1  ,0   ,24  ,5   ,-1  ,-1  ,-1  ,3   ,
-3  ,-3  ,-27 ,-3  ,-4  ,-2  ,-5  ,0   ,
-3  ,-3  ,-27 ,-3  ,-4  ,-2  ,-5  ,0   ,
-1  ,2   ,-3  ,-6  ,0   ,1   ,1   ,0   ,
-1  ,2   ,-3  ,-6  ,0   ,1   ,1   ,0   ,
-1  ,8   ,5   ,-11 ,1   ,-2  ,4   ,3   ,
1   ,12  ,0   ,22  ,4   ,0   ,1   ,-2  ,
0   ,1   ,-13 ,-14 ,-2  ,1   ,2   ,4   ,
0   ,1   ,-13 ,-14 ,-2  ,1   ,2   ,4   ,
-10 ,-10 ,-11 ,-36 ,-8  ,-3  ,-2  ,-4  ,
-10 ,-10 ,-11 ,-36 ,-8  ,-3  ,-2  ,-4  ,
-3  ,5   ,0   ,-11 ,-4  ,-4  ,-8  ,-7  ,
-2  ,-9  ,38  ,5   ,0   ,2   ,-2  ,3   ,
3   ,1   ,30  ,5   ,-2  ,-1  ,5   ,6   ,
3   ,1   ,30  ,5   ,-2  ,-1  ,5   ,6   ,
-6  ,-21 ,24  ,-2  ,-7  ,-4  ,7   ,-13 ,
-6  ,-21 ,24  ,-2  ,-7  ,-4  ,7   ,-13 ,
-8  ,-11 ,-103,-6  ,-3  ,-2  ,-59 ,-8  ,
-4  ,-5  ,-27 ,-14 ,4   ,3   ,79  ,84  ,
-23 ,-4  ,-128,-17 ,-10 ,-9  ,16  ,-92 ,
-23 ,-4  ,-128,-17 ,-10 ,-9  ,16  ,-92 ,
-12 ,34  ,47  ,33  ,14  ,5   ,-50 ,-69 ,
-12 ,34  ,47  ,33  ,14  ,5   ,-50 ,-69 ,
-23 ,-3  ,-39 ,11  ,-3  ,-4  ,5   ,-2  ,
31  ,12  ,98  ,-19 ,5   ,3   ,12  ,12  ,
14  ,0   ,-65 ,6   ,-1  ,-4  ,-26 ,-16 ,
1   ,-4  ,18  ,34  ,-3  ,1   ,21  ,33  ,
-1  ,-13 ,-30 ,-20 ,-6  ,-4  ,6   ,25  ,
-1  ,-13 ,-30 ,-20 ,-6  ,-4  ,6   ,25  ,
-5  ,1   ,-1  ,-25 ,-6  ,-7  ,-13 ,-15 ,
7   ,8   ,-14 ,7   ,0   ,2   ,4   ,9   ,
7   ,8   ,-14 ,7   ,0   ,2   ,4   ,9   ,
-15 ,-45 ,-6  ,8   ,0   ,-6  ,10  ,27  ,
0   ,2   ,20  ,15  ,-8  ,-11 ,-12 ,-17 ,
0   ,2   ,20  ,15  ,-8  ,-11 ,-12 ,-17 ,
0   ,5   ,-3  ,-31 ,-1  ,-4  ,-9  ,0   ,
18  ,14  ,-5  ,24  ,2   ,3   ,-21 ,22  ,
18  ,14  ,-5  ,24  ,2   ,3   ,-21 ,22  ,
0   ,-1  ,-42 ,27  ,-1  ,1   ,-7  ,7   ,
-10 ,-15 ,-11 ,-19 ,1   ,1   ,40  ,11  ,
-10 ,-15 ,-11 ,-19 ,1   ,1   ,40  ,11  ,
0   ,4   ,116 ,1   ,-2  ,-1  ,-1  ,4   ,
-7  ,4   ,80  ,-10 ,-4  ,-3  ,18  ,-15 ,
-7  ,4   ,80  ,-10 ,-4  ,-3  ,18  ,-15 ,
5   ,4   ,-19 ,4   ,6   ,8   ,0   ,9   ,
-13 ,-16 ,14  ,-15 ,-13 ,-12 ,39  ,-44 ,
-13 ,-16 ,14  ,-15 ,-13 ,-12 ,39  ,-44 ,
1   ,-5  ,-36 ,-6  ,-3  ,-2  ,1   ,-15 ,
8   ,6   ,-42 ,-13 ,2   ,2   ,-27 ,20  ,
0   ,-1  ,-7  ,8   ,0   ,-6  ,13  ,-21 ,
1   ,6   ,10  ,3   ,-3  ,-3  ,-13 ,0   ,
-1  ,16  ,-6  ,-5  ,1   ,0   ,-7  ,12  ,
-1  ,16  ,-6  ,-5  ,1   ,0   ,-7  ,12  ,
3   ,16  ,-14 ,1   ,0   ,-3  ,-3  ,2   ,
-1  ,-6  ,12  ,-1  ,0   ,-2  ,0   ,-5  ,
-1  ,-6  ,12  ,-1  ,0   ,-2  ,0   ,-5  ,
-1  ,-7  ,-69 ,-2  ,-6  ,-2  ,-15 ,9   ,
5   ,4   ,-18 ,-2  ,4   ,4   ,-3  ,7   ,
5   ,4   ,-18 ,-2  ,4   ,4   ,-3  ,7   ,
-2  ,5   ,30  ,2   ,1   ,0   ,6   ,-5  ,
-3  ,14  ,7   ,-16 ,-2  ,-8  ,-5  ,0   ,
-3  ,14  ,7   ,-16 ,-2  ,-8  ,-5  ,0   ,
-5  ,-12 ,16  ,-3  ,-5  ,-5  ,-3  ,1   ,
-2  ,0   ,34  ,3   ,-10 ,-2  ,-2  ,-1  ,
-2  ,0   ,34  ,3   ,-10 ,-2  ,-2  ,-1  ,
-6  ,-23 ,-69 ,-6  ,4   ,5   ,1   ,-3  ,
