,-11,-51,8,26,10,8,17,21
,7,12,14,-12,-8,-4,-6,-28
,-32,-5,2,-11,-8,-6,-26,1
,40,-36,1,20,7,1,7,2
,-38,-20,-7,-5,-2,-2,-17,-1
,28,-28,-25,-4,-11,-1,17,20
,-1,87,22,-13,12,-2,3,-16
,-1,-51,-22,7,0,0,-12,-32
,84,87,26,11,-5,-6,-24,24
,-43,-61,-25,5,4,2,10,20
,30,49,0,-3,6,2,-3,-8
,-30,-85,-14,-12,-4,-4,-22,-8
,1,-55,-36,17,-6,-9,-10,-27
,-20,23,35,27,-1,-1,2,11
,14,24,6,-29,-2,3,-8,-8
,-45,-12,-34,-15,2,5,-26,-44
,-59,15,-2,-3,-5,-4,27,2
,28,-69,-30,-23,-8,-3,17,35
,-99,-33,18,29,-3,-6,-36,-105
,40,67,43,26,14,4,29,83
,-16,-46,17,-13,-4,-5,2,-36
,5,39,-28,33,-8,-1,-32,7
,-40,-12,-21,4,4,3,-4,51
,5,37,33,19,8,-5,5,4
,-3,-32,1,17,-6,-4,-20,11
,-1,-4,7,-12,-11,-4,-11,-39
,96,32,18,1,11,5,6,9
,0,-64,5,-11,-7,-4,5,5
,1,7,-15,6,3,-2,-33,-32
,36,37,-4,-7,0,-1,7,40
,-8,18,18,-7,-6,3,-2,-53
,-1,28,-19,-22,-7,-7,-17,50
,-2,7,-3,-20,-14,-6,-7,-11
,23,37,-43,-51,1,4,12,17
,-36,-25,18,-3,-3,3,-3,32
,13,26,22,14,-2,-2,-12,-12
,-24,-29,10,16,12,-4,-4,2
,-23,6,-22,3,4,1,11,2
,-12,19,-8,-6,-4,-3,-7,-10
,36,-13,-3,-2,-10,-4,-3,-6
,-43,-14,-11,-3,-6,1,7,-9
,57,25,31,-5,-1,0,-1,57
,95,35,9,-17,-6,-1,23,43
,60,-55,-12,9,9,9,-4,-30
,-6,6,-34,50,9,-1,-27,-13
,43,46,35,-54,-11,-1,23,25
,-9,-17,-15,29,5,-1,-13,-34
,-14,31,17,18,-6,0,15,4
,30,-8,-8,-17,-5,-12,-15,13
,-9,-22,7,-29,-14,-10,-12,-48
,-35,-33,-29,4,16,-2,-26,44
,10,36,1,16,2,7,24,2
,-12,-61,-4,-11,-4,4,-16,-10
,-41,20,21,11,-1,-7,-1,-22
,-40,-25,-54,-20,-3,4,-3,7
,21,5,10,2,-3,5,3,-1
,21,24,31,1,-3,0,16,28
,-20,-31,-12,-6,2,0,1,-15
,51,14,3,-25,-6,0,-7,-40
,-24,-19,-6,25,8,1,-2,24
,30,28,13,-9,-4,6,22,6
,-26,7,9,41,-23,-15,-29,-43
,12,37,12,7,-12,-5,4,-1
,0,-11,-15,-34,-1,4,-9,-27
,26,-1,22,27,-11,-10,-14,5
,-15,1,-1,5,-13,-4,1,-14
,-26,-21,5,26,8,-1,-14,52
,-4,-1,10,-15,13,6,51,3
,-43,-27,17,11,-2,-7,-27,-11
,6,-6,-13,-22,-8,1,13,25
,22,34,38,18,-16,-8,0,-22
,-13,2,-29,1,13,10,-9,-46
,-8,-13,-22,-10,-9,-4,-6,-9
,-14,13,19,3,1,-4,-8,17
,52,18,-11,-34,0,4,-11,-35
,-5,-15,-22,44,-1,-5,-4,3
,48,27,13,-10,19,8,-1,-13
,-28,-22,-37,6,-15,-6,-4,31
,-19,0,32,13,13,4,3,-28
,11,2,-7,-25,-13,-6,-10,22
,-16,-26,-11,13,-8,-2,1,-14
,-29,29,25,13,22,4,-15,3
,-8,-17,-32,-24,-6,-1,9,-1
,36,23,32,5,0,1,-21,-33
,-63,-24,-25,9,-7,1,1,12
,31,28,8,12,12,5,1,4
,8,-32,10,-17,-3,-4,-8,-15
,41,15,-7,-21,-7,1,27,-13
,8,-10,-6,-9,2,-9,-26,13
,-2,-11,-14,4,-4,6,15,-1
,-8,15,-13,-10,2,0,-5,-19
,-18,-18,36,1,-4,-1,12,9
,-16,-6,11,17,-6,1,2,-3
,67,-41,4,-32,0,-5,-11,-2
,-26,22,24,10,-9,-2,33,-1
,32,33,65,4,-1,0,-16,7
,-57,-56,-57,-27,-2,0,5,-33
,37,1,19,18,3,4,-3,37
,-5,16,-36,1,-1,-1,-3,0
,20,-16,-52,-20,-6,-4,-7,-30
,1,45,47,-1,3,0,-2,1
,-8,13,-26,10,3,2,3,11
,15,-40,-11,16,17,2,-15,11
,49,34,-47,-29,-5,-6,-2,1
,-34,-35,41,-4,5,8,0,26
,11,-19,30,19,-14,-6,13,-44
,8,3,-50,-29,2,-2,5,32
,-20,6,1,-5,-7,-8,-5,-33
,49,-22,-3,-7,-4,-2,21,40
,-35,3,-18,-8,-7,-6,-25,-1
,-43,-50,-1,-5,-6,10,7,-7
,-18,22,-10,31,4,2,7,-10
,-3,33,-10,5,6,2,4,23
,-29,-54,-4,-18,-14,-7,9,5
,-15,16,25,22,5,6,11,10
,0,6,-28,-9,0,-6,-18,-41
,8,19,65,-24,-18,-7,-17,17
,-13,-20,-26,-17,1,5,23,30
,-43,-33,24,-5,6,1,-7,-44
,7,-11,-38,15,2,2,-1,38
,34,-6,-4,-1,-20,-9,-16,-25
