,0,2,1,-1,-2,-2,-2,0
,0,-3,-2,3,-1,0,-1,0
,1,-2,-4,-4,3,0,1,-1
,-2,1,2,3,2,1,1,-2
,-1,-2,-4,-8,-1,0,0,-2
,0,-3,1,3,-2,0,0,-1
,-1,0,-3,-4,-3,-1,-1,1
,-2,-2,0,0,-1,0,-2,0
,0,-3,0,-6,-2,0,-1,-1
,-2,-1,0,7,-1,1,-1,0
,-1,2,-1,-2,2,-1,-2,0
,0,0,2,3,2,-1,-2,0
,-2,-2,-4,-2,-2,-1,-1,1
,-3,-1,-2,-7,-4,-1,0,-1
,-3,0,0,20,-2,-1,0,-1
,-1,-2,-1,-15,0,0,-2,0
,0,1,5,4,0,-1,-1,-1
,-1,-1,-3,0,-2,-3,-1,-1
,-1,-3,-4,-8,-2,-1,0,0
,-1,-1,-2,3,-2,-1,-1,-1
,-2,-1,-4,-8,-1,0,-1,0
,0,0,-3,7,3,-1,0,0
,0,-2,3,-3,-1,-1,-3,-1
,0,1,-3,0,-2,-2,0,-2
,-1,-2,-1,-4,2,0,0,-1
,1,-1,3,-3,-2,-2,-2,-2
,-1,-1,-1,-3,-1,1,-1,-4
,0,-1,1,5,4,-1,1,-1
,-1,-3,1,2,-1,0,0,-2
,-1,-1,-5,-5,-7,-4,-1,-1
,-1,0,2,-2,0,0,0,-1
,0,0,6,1,-1,-2,-2,-1
,-2,-1,-4,0,2,-2,0,0
,1,-1,1,6,1,0,0,-1
,-1,-2,-1,-4,-3,0,1,-1
,-1,-2,0,-11,-3,-1,-1,-1
,-1,-3,-2,7,1,-1,-2,-1
,-2,0,-1,-1,0,0,-2,0
,0,-1,-1,1,-3,-1,-1,-1
,-2,0,-6,-14,0,0,0,0
,-2,-1,-3,1,-3,0,0,-1
,0,0,7,12,3,-1,-2,0
,1,0,-2,4,-1,-1,-2,-2
,-2,-3,-6,-5,-2,-2,-1,-1
,-1,1,0,-11,-2,0,0,0
,0,-2,-3,-1,-1,-2,1,-2
,-1,0,3,-2,2,1,1,1
,0,0,1,9,1,-1,-3,0
,-2,0,-4,-4,-2,0,0,-1
,0,-2,1,2,-3,-1,-1,-1
,1,-1,-2,-11,-2,-3,-1,-2
,-2,0,0,4,1,-1,-1,0
,2,-1,-1,6,-1,0,0,-2
,-1,1,1,-5,1,1,-1,0
,-1,1,-2,-7,-1,-1,0,-1
,-2,-3,0,2,-4,-1,-1,-1
,-2,0,-1,3,0,-2,0,-2
,-2,-2,-2,-16,-3,0,-1,-1
,-2,-1,-5,2,1,-1,-1,-1
,0,1,4,20,-2,-1,0,-1
,1,0,6,-15,4,-2,-1,0
,-1,-1,-1,2,-2,-2,-1,0
,0,-1,-2,0,-3,-2,0,0
,-1,-2,-7,-10,-3,-1,-1,0
,-2,-2,-2,9,-1,0,-1,0
,1,0,2,-1,0,0,1,-1
,0,0,0,-6,-1,-1,1,-1
,-1,1,-2,4,1,0,-1,-1
,1,-1,-1,-6,-4,-1,-1,-2
