,-16,10,-8,-10,2,6,-13,-6
,19,-60,-32,7,-1,-20,12,5
,-8,55,49,-1,-4,5,7,-20
,21,-128,-5,-4,5,9,17,-4
,50,-14,-41,-14,-5,-2,12,34
,64,-6,34,20,1,-11,-68,-39
,-9,32,-33,2,5,6,-18,20
,-9,-18,-16,-10,0,-3,-62,8
,44,23,1,4,-2,-7,73,-15
,43,-34,5,-8,-4,8,30,24
,-48,-27,40,12,4,-4,-6,-23
,-49,36,77,-2,-1,1,-34,-6
,78,127,-26,9,4,4,34,4
,-36,-17,-16,0,-1,-3,-7,2
,59,43,-20,-5,-2,0,0,10
,15,-95,-9,-16,-6,-9,3,-3
,-88,-42,55,6,-3,1,-4,-16
,5,-94,52,23,9,11,27,3
,51,55,-29,-9,-7,-10,-42,-8
,-20,-22,-41,-5,0,5,28,8
,10,10,-3,1,-2,-2,-27,7
,23,-30,73,-1,-4,2,-10,-6
,40,-56,-24,-7,5,-3,-2,9
,62,68,2,18,-4,-2,22,-3
,-38,13,-3,-11,-5,-8,-46,-13
,-22,43,15,0,-3,1,18,2
,7,-30,28,5,5,6,35,7
,56,91,-16,0,-2,-1,6,7
,-122,-99,12,-5,-1,1,-22,-26
,17,-31,-17,-4,-1,-1,-4,22
,-15,54,16,7,3,-7,-29,-14
,53,-93,-7,2,5,12,13,15
,-46,31,17,1,-4,0,11,-7
,-3,45,-104,-23,-7,-6,-9,-1
,24,-25,42,8,-4,3,-12,4
,-22,-82,-2,11,2,-5,15,12
,51,62,-17,2,3,-1,-15,-10
,-12,23,-18,-17,-9,-2,-37,-16
,-31,-70,48,4,3,0,41,-1
,10,98,-19,-3,-6,-5,-12,-6
,70,27,-6,-8,0,-2,5,11
,-20,-82,3,7,4,3,23,1
,4,4,-7,1,-3,-2,-34,-17
,7,31,27,-7,2,4,2,-1
,-56,-47,29,10,-3,1,20,0
,-49,2,-6,7,5,-5,-40,-16
,-44,-90,-51,-5,-3,16,31,26
,37,48,-6,0,-1,-1,-3,-7
,-7,-57,15,5,5,-2,5,-4
,-77,21,6,-8,-1,9,53,4
,11,-50,-54,-6,-4,-9,-29,-25
,9,5,34,5,0,-6,3,-7
,-35,121,-19,-5,-2,1,5,-2
,44,15,28,10,1,-12,20,10
,-2,21,1,-4,-9,8,-7,-1
,-109,52,18,-15,-3,-4,-17,-4
,16,-53,-5,11,4,-4,15,6
,20,94,-1,-9,1,12,-11,-6
,5,-47,-24,2,0,-6,12,7
,-28,-37,13,5,2,-1,-5,-8
,48,9,-10,-6,-6,0,1,2
,-49,-78,11,4,4,3,7,19
,53,30,-48,-7,-3,-8,4,0
,-34,28,43,12,4,6,-5,-1
,-61,21,6,7,3,-9,-7,-18
,44,35,-44,-10,-8,-7,2,-1
,30,102,16,-6,-3,-11,8,14
,31,-120,-44,-8,-4,9,-7,3
,-36,5,-2,-8,-3,-1,-35,2
,51,42,20,4,2,0,-5,-12
,25,13,33,-8,4,0,18,6
,-65,32,-29,6,-5,-5,-6,-2
,63,-4,-13,-9,-3,1,1,11
,-103,-128,-8,2,-2,1,-16,-13
,-2,-40,-51,-16,-4,-3,8,-19
,-37,28,40,19,8,3,16,12
,59,11,-42,-4,-2,-4,-25,-5
,-26,-6,24,-5,-2,0,44,-7
,16,99,18,8,-3,-6,-41,-8
,26,-74,-15,-4,1,3,-23,-14
,-39,-70,2,3,3,-4,16,22
,-47,3,42,10,1,8,-26,-10
,28,-16,-31,-5,-3,-3,-2,5
,18,25,-11,-6,-4,-5,7,-3
,25,48,3,-18,-1,0,14,5
,37,12,15,-5,-3,2,-12,0
,-67,-22,22,24,7,0,5,-6
,14,-70,5,13,3,4,7,11
,-31,-115,-53,-7,-4,2,20,-1
,51,61,-3,-7,-3,-3,-4,12
,-81,-55,103,-3,-2,-8,-26,-6
,83,-25,3,2,4,3,21,18
,10,69,-65,-19,-6,1,-13,2
,19,-37,7,15,3,-2,-32,-26
,-101,-54,0,2,-1,2,18,6
,30,69,-24,-11,-4,-3,8,1
,56,11,46,2,-4,0,-12,13
,-8,2,-24,1,5,0,1,-2
,41,-61,-29,0,1,0,36,11
,-20,36,1,-6,-9,-3,-9,-29
,-22,-22,7,2,3,2,-12,7
,-93,-71,-31,1,-1,-7,3,13
,-16,120,-8,-1,0,11,5,-13
,15,-52,-12,-7,-2,-5,13,6
,-45,-11,23,0,2,6,9,-14
,-28,84,-3,-4,-8,-3,-21,-3
,55,-56,-53,-13,-8,-2,14,21
,-20,24,87,2,1,-8,-11,-4
,-13,-64,24,22,4,4,-20,-23
,96,13,-7,-8,2,-31,54,12
,27,19,-11,12,0,33,-63,1
,-40,8,3,-2,3,10,-4,13
,96,-46,-26,-3,-2,-10,4,21
,-21,43,4,3,-1,6,-4,-16
,1,-71,-29,-12,-6,-7,-8,8
,20,43,0,4,-9,-49,-63,-15
,-43,61,-6,-1,-3,20,68,6
,-11,-97,3,3,7,65,-8,-10
,-73,35,28,-3,2,-12,7,-27
,-38,-122,-67,-13,-2,35,-17,5
,24,116,-58,-11,-7,-36,-2,3
